,pathway,gene_id
11456,hsa04151,ENSG00000221914
11457,hsa04151,ENSG00000156475
11458,hsa04151,ENSG00000074211
11459,hsa04151,ENSG00000073711
11460,hsa04151,ENSG00000066027
11461,hsa04151,ENSG00000068971
11462,hsa04151,ENSG00000078304
11463,hsa04151,ENSG00000112640
11464,hsa04151,ENSG00000154001
11465,hsa04151,ENSG00000132356
11466,hsa04151,ENSG00000162409
11467,hsa04151,ENSG00000154229
11468,hsa04151,ENSG00000175470
11469,hsa04151,ENSG00000123143
11470,hsa04151,ENSG00000065243
11471,hsa04151,ENSG00000100030
11472,hsa04151,ENSG00000102882
11473,hsa04151,ENSG00000172380
11474,hsa04151,ENSG00000145431
11475,hsa04151,ENSG00000169032
11476,hsa04151,ENSG00000126934
11477,hsa04151,ENSG00000172179
11478,hsa04151,ENSG00000113494
11479,hsa04151,ENSG00000189056
11480,hsa04151,ENSG00000184574
11481,hsa04151,ENSG00000002330
11482,hsa04151,ENSG00000171862
11483,hsa04151,ENSG00000169398
11484,hsa04151,ENSG00000141564
11485,hsa04151,ENSG00000152254
11486,hsa04151,ENSG00000136238
11487,hsa04151,ENSG00000132155
11488,hsa04151,ENSG00000103479
11489,hsa04151,ENSG00000114450
11490,hsa04151,ENSG00000110092
11491,hsa04151,ENSG00000171791
11492,hsa04151,ENSG00000173039
11493,hsa04151,ENSG00000171552
11494,hsa04151,ENSG00000106615
11495,hsa04151,ENSG00000137154
11496,hsa04151,ENSG00000108443
11497,hsa04151,ENSG00000175634
11498,hsa04151,ENSG00000186350
11499,hsa04151,ENSG00000176697
11500,hsa04151,ENSG00000120332
11501,hsa04151,ENSG00000167965
11502,hsa04151,ENSG00000118515
11503,hsa04151,ENSG00000182158
11504,hsa04151,ENSG00000115904
11505,hsa04151,ENSG00000100485
11506,hsa04151,ENSG00000118785
11507,hsa04151,ENSG00000012048
11508,hsa04151,ENSG00000118046
11509,hsa04151,ENSG00000165025
11510,hsa04151,ENSG00000120156
11511,hsa04151,ENSG00000163235
11512,hsa04151,ENSG00000137801
11513,hsa04151,ENSG00000186340
11514,hsa04151,ENSG00000169231
11515,hsa04151,ENSG00000113296
11516,hsa04151,ENSG00000137462
11517,hsa04151,ENSG00000136869
11518,hsa04151,ENSG00000116147
11519,hsa04151,ENSG00000168477
11520,hsa04151,ENSG00000141510
11521,hsa04151,ENSG00000166598
11522,hsa04151,ENSG00000165699
11523,hsa04151,ENSG00000103197
11524,hsa04151,ENSG00000112715
11525,hsa04151,ENSG00000173511
11526,hsa04151,ENSG00000150630
11527,hsa04151,ENSG00000109072
11528,hsa04151,ENSG00000110799
11529,hsa04151,ENSG00000166913
11530,hsa04151,ENSG00000108953
11531,hsa04151,ENSG00000170027
11532,hsa04151,ENSG00000128245
11533,hsa04151,ENSG00000164924
11534,hsa04151,ENSG00000170962
11535,hsa04151,ENSG00000118972
11536,hsa04151,ENSG00000100721
11537,hsa04151,ENSG00000132906
11538,hsa04151,ENSG00000060566
11539,hsa04151,ENSG00000117461
11540,hsa04151,ENSG00000143127
11541,hsa04151,ENSG00000077943
11542,hsa04151,ENSG00000269335
11543,hsa04151,ENSG00000156427
11544,hsa04151,ENSG00000158815
11545,hsa04151,ENSG00000196468
11546,hsa04151,ENSG00000118971
11547,hsa04151,ENSG00000112576
11548,hsa04151,ENSG00000105173
11549,hsa04151,ENSG00000157613
11550,hsa04151,ENSG00000175305
11551,hsa04151,ENSG00000064547
11552,hsa04151,ENSG00000145623
11553,hsa04151,ENSG00000151276
11554,hsa04151,ENSG00000141349
11555,hsa04151,ENSG00000177455
11556,hsa04151,ENSG00000167414
11557,hsa04151,ENSG00000135930
11558,hsa04151,ENSG00000146592
11559,hsa04151,ENSG00000213231
11560,hsa04151,ENSG00000187391
11561,hsa04151,ENSG00000162344
11562,hsa04152,ENSG00000117020
11563,hsa04152,ENSG00000107175
11564,hsa04152,ENSG00000110931
11565,hsa04152,ENSG00000001626
11566,hsa04152,ENSG00000084733
11567,hsa04152,ENSG00000109819
11568,hsa04152,ENSG00000169169
11569,hsa04152,ENSG00000110090
11570,hsa04152,ENSG00000205560
11571,hsa04152,ENSG00000118260
11572,hsa04152,ENSG00000120907
11573,hsa04152,ENSG00000143578
11574,hsa04152,ENSG00000167658
11575,hsa04152,ENSG00000187840
11576,hsa04152,ENSG00000066044
11577,hsa04152,ENSG00000160741
11578,hsa04152,ENSG00000142208
11579,hsa04152,ENSG00000105221
11580,hsa04152,ENSG00000169710
11581,hsa04152,ENSG00000165140
11582,hsa04152,ENSG00000150907
11583,hsa04152,ENSG00000118689
11584,hsa04152,ENSG00000065882
11585,hsa04152,ENSG00000096717
11586,hsa04152,ENSG00000103150
11587,hsa04152,ENSG00000198793
11588,hsa04152,ENSG00000131482
11589,hsa04152,ENSG00000167393
11590,hsa04152,ENSG00000103319
11591,hsa04152,ENSG00000104812
11592,hsa04152,ENSG00000111713
11593,hsa04152,ENSG00000278540
11594,hsa04152,ENSG00000113161
11595,hsa04152,ENSG00000101076
11596,hsa04152,ENSG00000076555
11597,hsa04152,ENSG00000017427
11598,hsa04152,ENSG00000140443
11599,hsa04152,ENSG00000254647
11600,hsa04152,ENSG00000171105
11601,hsa04152,ENSG00000169047
11602,hsa04152,ENSG00000174697
11603,hsa04152,ENSG00000116678
11604,hsa04152,ENSG00000079435
11605,hsa04152,ENSG00000167461
11606,hsa04152,ENSG00000124253
11607,hsa04152,ENSG00000100889
11608,hsa04152,ENSG00000159346
11609,hsa04152,ENSG00000106617
11610,hsa04152,ENSG00000119396
11611,hsa04152,ENSG00000140992
11612,hsa04152,ENSG00000135932
11613,hsa04152,ENSG00000158571
11614,hsa04152,ENSG00000123836
11615,hsa04152,ENSG00000170525
11616,hsa04152,ENSG00000114268
11617,hsa04152,ENSG00000141959
11618,hsa04152,ENSG00000152556
11619,hsa04152,ENSG00000067057
11620,hsa04152,ENSG00000121879
11621,hsa04152,ENSG00000051382
11622,hsa04152,ENSG00000171608
11623,hsa04152,ENSG00000145675
11624,hsa04152,ENSG00000105647
11625,hsa04152,ENSG00000115592
11626,hsa04152,ENSG00000132170
11627,hsa04152,ENSG00000092020
11628,hsa04152,ENSG00000113575
11629,hsa04152,ENSG00000104695
11630,hsa04152,ENSG00000105568
11631,hsa04152,ENSG00000137713
11632,hsa04152,ENSG00000221914
11633,hsa04152,ENSG00000156475
11634,hsa04152,ENSG00000074211
11635,hsa04152,ENSG00000073711
11636,hsa04152,ENSG00000066027
11637,hsa04152,ENSG00000068971
11638,hsa04152,ENSG00000078304
11639,hsa04152,ENSG00000112640
11640,hsa04152,ENSG00000154001
11641,hsa04152,ENSG00000082146
11642,hsa04152,ENSG00000132356
11643,hsa04152,ENSG00000162409
11644,hsa04152,ENSG00000111725
11645,hsa04152,ENSG00000131791
11646,hsa04152,ENSG00000181929
11647,hsa04152,ENSG00000175470
11648,hsa04152,ENSG00000141564
11649,hsa04152,ENSG00000152254
11650,hsa04152,ENSG00000104388
11651,hsa04152,ENSG00000110092
11652,hsa04152,ENSG00000106615
11653,hsa04152,ENSG00000108443
11654,hsa04152,ENSG00000175634
11655,hsa04152,ENSG00000099194
11656,hsa04152,ENSG00000182158
11657,hsa04152,ENSG00000181856
11658,hsa04152,ENSG00000072310
11659,hsa04152,ENSG00000118046
11660,hsa04152,ENSG00000135341
11661,hsa04152,ENSG00000165699
11662,hsa04152,ENSG00000103197
11663,hsa04152,ENSG00000006831
11664,hsa04152,ENSG00000145284
11665,hsa04152,ENSG00000102547
11666,hsa04152,ENSG00000177169
11667,hsa04152,ENSG00000204673
11668,hsa04152,ENSG00000060566
11669,hsa04152,ENSG00000133124
11670,hsa04152,ENSG00000117461
11671,hsa04152,ENSG00000185950
11672,hsa04152,ENSG00000130957
11673,hsa04152,ENSG00000145386
11674,hsa04152,ENSG00000133101
11675,hsa04152,ENSG00000157613
11676,hsa04152,ENSG00000185236
11677,hsa04152,ENSG00000266173
11678,hsa04152,ENSG00000141349
11679,hsa04152,ENSG00000181092
11680,hsa04152,ENSG00000135218
11681,hsa04152,ENSG00000146592
11682,hsa04210,ENSG00000117020
11683,hsa04210,ENSG00000153094
11684,hsa04210,ENSG00000129484
11685,hsa04210,ENSG00000041880
11686,hsa04210,ENSG00000204403
11687,hsa04210,ENSG00000123416
11688,hsa04210,ENSG00000109861
11689,hsa04210,ENSG00000130222
11690,hsa04210,ENSG00000152086
11691,hsa04210,ENSG00000075886
11692,hsa04210,ENSG00000213341
11693,hsa04210,ENSG00000143799
11694,hsa04210,ENSG00000102699
11695,hsa04210,ENSG00000100368
11696,hsa04210,ENSG00000164733
11697,hsa04210,ENSG00000117984
11698,hsa04210,ENSG00000103811
11699,hsa04210,ENSG00000143387
11700,hsa04210,ENSG00000135047
11701,hsa04210,ENSG00000136943
11702,hsa04210,ENSG00000256043
11703,hsa04210,ENSG00000163131
11704,hsa04210,ENSG00000172543
11705,hsa04210,ENSG00000101160
11706,hsa04210,ENSG00000136848
11707,hsa04210,ENSG00000204209
11708,hsa04210,ENSG00000116717
11709,hsa04210,ENSG00000175197
11710,hsa04210,ENSG00000160049
11711,hsa04210,ENSG00000169598
11712,hsa04210,ENSG00000134001
11713,hsa04210,ENSG00000167136
11714,hsa04210,ENSG00000142208
11715,hsa04210,ENSG00000105221
11716,hsa04210,ENSG00000178607
11717,hsa04210,ENSG00000170345
11718,hsa04210,ENSG00000105327
11719,hsa04210,ENSG00000115317
11720,hsa04210,ENSG00000100453
11721,hsa04210,ENSG00000120868
11722,hsa04210,ENSG00000174775
11723,hsa04210,ENSG00000110330
11724,hsa04210,ENSG00000023445
11725,hsa04210,ENSG00000101966
11726,hsa04210,ENSG00000089685
11727,hsa04210,ENSG00000026103
11728,hsa04210,ENSG00000104365
11729,hsa04210,ENSG00000117560
11730,hsa04210,ENSG00000164399
11731,hsa04210,ENSG00000185291
11732,hsa04210,ENSG00000150995
11733,hsa04210,ENSG00000123104
11734,hsa04210,ENSG00000096433
11735,hsa04210,ENSG00000177606
11736,hsa04210,ENSG00000133703
11737,hsa04210,ENSG00000160789
11738,hsa04210,ENSG00000113368
11739,hsa04210,ENSG00000143384
11740,hsa04210,ENSG00000197442
11741,hsa04210,ENSG00000099860
11742,hsa04210,ENSG00000128272
11743,hsa04210,ENSG00000149311
11744,hsa04210,ENSG00000109320
11745,hsa04210,ENSG00000100906
11746,hsa04210,ENSG00000134259
11747,hsa04210,ENSG00000213281
11748,hsa04210,ENSG00000198400
11749,hsa04210,ENSG00000140992
11750,hsa04210,ENSG00000183785
11751,hsa04210,ENSG00000121879
11752,hsa04210,ENSG00000051382
11753,hsa04210,ENSG00000171608
11754,hsa04210,ENSG00000145675
11755,hsa04210,ENSG00000105647
11756,hsa04210,ENSG00000141682
11757,hsa04210,ENSG00000108387
11758,hsa04210,ENSG00000172115
11759,hsa04210,ENSG00000177595
11760,hsa04210,ENSG00000180644
11761,hsa04210,ENSG00000100030
11762,hsa04210,ENSG00000102882
11763,hsa04210,ENSG00000107643
11764,hsa04210,ENSG00000050748
11765,hsa04210,ENSG00000109339
11766,hsa04210,ENSG00000169032
11767,hsa04210,ENSG00000126934
11768,hsa04210,ENSG00000184047
11769,hsa04210,ENSG00000002330
11770,hsa04210,ENSG00000030110
11771,hsa04210,ENSG00000163629
11772,hsa04210,ENSG00000087088
11773,hsa04210,ENSG00000132155
11774,hsa04210,ENSG00000171791
11775,hsa04210,ENSG00000140379
11776,hsa04210,ENSG00000173039
11777,hsa04210,ENSG00000171552
11778,hsa04210,ENSG00000075624
11779,hsa04210,ENSG00000015475
11780,hsa04210,ENSG00000120471
11781,hsa04210,ENSG00000163554
11782,hsa04210,ENSG00000197694
11783,hsa04210,ENSG00000184009
11784,hsa04210,ENSG00000232810
11785,hsa04210,ENSG00000067182
11786,hsa04210,ENSG00000141510
11787,hsa04210,ENSG00000056558
11788,hsa04210,ENSG00000127191
11789,hsa04210,ENSG00000127824
11790,hsa04210,ENSG00000198033
11791,hsa04210,ENSG00000167552
11792,hsa04210,ENSG00000178462
11793,hsa04210,ENSG00000014216
11794,hsa04210,ENSG00000162909
11795,hsa04210,ENSG00000106144
11796,hsa04210,ENSG00000164305
11797,hsa04210,ENSG00000138794
11798,hsa04210,ENSG00000165806
11799,hsa04210,ENSG00000064012
11800,hsa04210,ENSG00000132906
11801,hsa04210,ENSG00000003400
11802,hsa04210,ENSG00000167553
11803,hsa04210,ENSG00000176619
11804,hsa04210,ENSG00000117461
11805,hsa04210,ENSG00000269335
11806,hsa04210,ENSG00000102871
11807,hsa04210,ENSG00000174080
11808,hsa04210,ENSG00000137275
11809,hsa04210,ENSG00000135116
11810,hsa04210,ENSG00000121858
11811,hsa04210,ENSG00000168040
11812,hsa04210,ENSG00000120889
11813,hsa04210,ENSG00000104689
11814,hsa04210,ENSG00000003402
11815,hsa04210,ENSG00000006062
11816,hsa04210,ENSG00000156709
11817,hsa04210,ENSG00000172071
11818,hsa04211,ENSG00000117020
11819,hsa04211,ENSG00000107175
11820,hsa04211,ENSG00000110931
11821,hsa04211,ENSG00000164742
11822,hsa04211,ENSG00000078295
11823,hsa04211,ENSG00000109819
11824,hsa04211,ENSG00000138031
11825,hsa04211,ENSG00000204371
11826,hsa04211,ENSG00000173175
11827,hsa04211,ENSG00000174233
11828,hsa04211,ENSG00000121281
11829,hsa04211,ENSG00000155897
11830,hsa04211,ENSG00000162104
11831,hsa04211,ENSG00000118260
11832,hsa04211,ENSG00000115966
11833,hsa04211,ENSG00000213676
11834,hsa04211,ENSG00000149212
11835,hsa04211,ENSG00000143578
11836,hsa04211,ENSG00000129467
11837,hsa04211,ENSG00000151247
11838,hsa04211,ENSG00000187840
11839,hsa04211,ENSG00000142208
11840,hsa04211,ENSG00000105221
11841,hsa04211,ENSG00000150907
11842,hsa04211,ENSG00000118689
11843,hsa04211,ENSG00000096717
11844,hsa04211,ENSG00000198793
11845,hsa04211,ENSG00000175766
11846,hsa04211,ENSG00000157500
11847,hsa04211,ENSG00000080546
11848,hsa04211,ENSG00000174775
11849,hsa04211,ENSG00000017427
11850,hsa04211,ENSG00000140443
11851,hsa04211,ENSG00000254647
11852,hsa04211,ENSG00000171105
11853,hsa04211,ENSG00000169047
11854,hsa04211,ENSG00000133703
11855,hsa04211,ENSG00000128272
11856,hsa04211,ENSG00000109320
11857,hsa04211,ENSG00000213281
11858,hsa04211,ENSG00000159346
11859,hsa04211,ENSG00000106617
11860,hsa04211,ENSG00000121879
11861,hsa04211,ENSG00000051382
11862,hsa04211,ENSG00000171608
11863,hsa04211,ENSG00000145675
11864,hsa04211,ENSG00000105647
11865,hsa04211,ENSG00000115592
11866,hsa04211,ENSG00000132170
11867,hsa04211,ENSG00000132356
11868,hsa04211,ENSG00000162409
11869,hsa04211,ENSG00000111725
11870,hsa04211,ENSG00000131791
11871,hsa04211,ENSG00000072062
11872,hsa04211,ENSG00000142875
11873,hsa04211,ENSG00000165059
11874,hsa04211,ENSG00000181929
11875,hsa04211,ENSG00000141564
11876,hsa04211,ENSG00000087088
11877,hsa04211,ENSG00000173039
11878,hsa04211,ENSG00000106615
11879,hsa04211,ENSG00000123395
11880,hsa04211,ENSG00000108443
11881,hsa04211,ENSG00000175634
11882,hsa04211,ENSG00000182158
11883,hsa04211,ENSG00000112096
11884,hsa04211,ENSG00000118046
11885,hsa04211,ENSG00000141510
11886,hsa04211,ENSG00000165699
11887,hsa04211,ENSG00000103197
11888,hsa04211,ENSG00000006831
11889,hsa04211,ENSG00000181090
11890,hsa04211,ENSG00000152495
11891,hsa04211,ENSG00000130766
11892,hsa04211,ENSG00000177169
11893,hsa04211,ENSG00000204673
11894,hsa04211,ENSG00000060566
11895,hsa04211,ENSG00000121691
11896,hsa04211,ENSG00000133124
11897,hsa04211,ENSG00000117461
11898,hsa04211,ENSG00000185950
11899,hsa04211,ENSG00000157613
11900,hsa04211,ENSG00000133116
11901,hsa04211,ENSG00000181092
11902,hsa04211,ENSG00000135930
11903,hsa04211,ENSG00000057663
11904,hsa04211,ENSG00000146592
11905,hsa04211,ENSG00000175224
11906,hsa04211,ENSG00000023287
11907,hsa04213,ENSG00000117020
11908,hsa04213,ENSG00000164742
11909,hsa04213,ENSG00000078295
11910,hsa04213,ENSG00000138031
11911,hsa04213,ENSG00000173175
11912,hsa04213,ENSG00000174233
11913,hsa04213,ENSG00000121281
11914,hsa04213,ENSG00000155897
11915,hsa04213,ENSG00000162104
11916,hsa04213,ENSG00000109846
11917,hsa04213,ENSG00000129467
11918,hsa04213,ENSG00000148730
11919,hsa04213,ENSG00000142208
11920,hsa04213,ENSG00000105221
11921,hsa04213,ENSG00000150907
11922,hsa04213,ENSG00000118689
11923,hsa04213,ENSG00000096717
11924,hsa04213,ENSG00000198793
11925,hsa04213,ENSG00000116478
11926,hsa04213,ENSG00000196591
11927,hsa04213,ENSG00000125798
11928,hsa04213,ENSG00000174775
11929,hsa04213,ENSG00000204389
11930,hsa04213,ENSG00000204388
11931,hsa04213,ENSG00000204390
11932,hsa04213,ENSG00000126803
11933,hsa04213,ENSG00000173110
11934,hsa04213,ENSG00000109971
11935,hsa04213,ENSG00000017427
11936,hsa04213,ENSG00000140443
11937,hsa04213,ENSG00000254647
11938,hsa04213,ENSG00000171105
11939,hsa04213,ENSG00000169047
11940,hsa04213,ENSG00000133703
11941,hsa04213,ENSG00000213281
11942,hsa04213,ENSG00000106617
11943,hsa04213,ENSG00000121879
11944,hsa04213,ENSG00000051382
11945,hsa04213,ENSG00000171608
11946,hsa04213,ENSG00000145675
11947,hsa04213,ENSG00000105647
11948,hsa04213,ENSG00000115592
11949,hsa04213,ENSG00000132356
11950,hsa04213,ENSG00000162409
11951,hsa04213,ENSG00000111725
11952,hsa04213,ENSG00000131791
11953,hsa04213,ENSG00000072062
11954,hsa04213,ENSG00000142875
11955,hsa04213,ENSG00000165059
11956,hsa04213,ENSG00000181929
11957,hsa04213,ENSG00000141564
11958,hsa04213,ENSG00000108443
11959,hsa04213,ENSG00000175634
11960,hsa04213,ENSG00000142168
11961,hsa04213,ENSG00000112096
11962,hsa04213,ENSG00000162129
11963,hsa04213,ENSG00000204673
11964,hsa04213,ENSG00000121691
11965,hsa04213,ENSG00000133124
11966,hsa04213,ENSG00000117461
11967,hsa04213,ENSG00000185950
11968,hsa04213,ENSG00000057663
11969,hsa04215,ENSG00000153094
11970,hsa04215,ENSG00000105327
11971,hsa04215,ENSG00000115317
11972,hsa04215,ENSG00000120868
11973,hsa04215,ENSG00000110330
11974,hsa04215,ENSG00000023445
11975,hsa04215,ENSG00000101966
11976,hsa04215,ENSG00000089685
11977,hsa04215,ENSG00000196289
11978,hsa04215,ENSG00000064300
11979,hsa04215,ENSG00000141682
11980,hsa04215,ENSG00000108387
11981,hsa04215,ENSG00000172115
11982,hsa04215,ENSG00000107643
11983,hsa04215,ENSG00000050748
11984,hsa04215,ENSG00000109339
11985,hsa04215,ENSG00000184047
11986,hsa04215,ENSG00000115760
11987,hsa04215,ENSG00000030110
11988,hsa04215,ENSG00000087088
11989,hsa04215,ENSG00000171791
11990,hsa04215,ENSG00000171552
11991,hsa04215,ENSG00000015475
11992,hsa04215,ENSG00000176720
11993,hsa04215,ENSG00000067182
11994,hsa04215,ENSG00000101197
11995,hsa04215,ENSG00000164305
11996,hsa04215,ENSG00000165806
11997,hsa04215,ENSG00000064012
11998,hsa04215,ENSG00000132906
11999,hsa04215,ENSG00000126581
12000,hsa04215,ENSG00000168040
12001,hsa04216,ENSG00000111684
12002,hsa04216,ENSG00000197548
12003,hsa04216,ENSG00000141504
12004,hsa04216,ENSG00000047457
12005,hsa04216,ENSG00000165168
12006,hsa04216,ENSG00000151726
12007,hsa04216,ENSG00000123983
12008,hsa04216,ENSG00000068366
12009,hsa04216,ENSG00000164398
12010,hsa04216,ENSG00000104635
12011,hsa04216,ENSG00000151012
12012,hsa04216,ENSG00000161905
12013,hsa04216,ENSG00000167996
12014,hsa04216,ENSG00000087086
12015,hsa04216,ENSG00000001084
12016,hsa04216,ENSG00000023909
12017,hsa04216,ENSG00000167468
12018,hsa04216,ENSG00000100983
12019,hsa04216,ENSG00000138449
12020,hsa04216,ENSG00000100292
12021,hsa04216,ENSG00000197769
12022,hsa04216,ENSG00000110911
12023,hsa04216,ENSG00000169564
12024,hsa04216,ENSG00000197111
12025,hsa04216,ENSG00000197142
12026,hsa04216,ENSG00000115107
12027,hsa04216,ENSG00000171867
12028,hsa04216,ENSG00000130066
12029,hsa04216,ENSG00000138821
12030,hsa04216,ENSG00000258102
12031,hsa04216,ENSG00000168003
12032,hsa04216,ENSG00000091513
12033,hsa04216,ENSG00000072274
12034,hsa04216,ENSG00000141510
12035,hsa04216,ENSG00000165637
12036,hsa04216,ENSG00000078668
12037,hsa04216,ENSG00000266412
12038,hsa04216,ENSG00000140941
12039,hsa04216,ENSG00000101460
12040,hsa04216,ENSG00000181867
12041,hsa04216,ENSG00000057663
12042,hsa04217,ENSG00000243708
12043,hsa04217,ENSG00000249884
12044,hsa04217,ENSG00000087470
12045,hsa04217,ENSG00000213928
12046,hsa04217,ENSG00000125826
12047,hsa04217,ENSG00000129465
12048,hsa04217,ENSG00000185104
12049,hsa04217,ENSG00000162711
12050,hsa04217,ENSG00000188089
12051,hsa04217,ENSG00000158792
12052,hsa04217,ENSG00000101421
12053,hsa04217,ENSG00000143799
12054,hsa04217,ENSG00000127666
12055,hsa04217,ENSG00000165168
12056,hsa04217,ENSG00000083799
12057,hsa04217,ENSG00000247077
12058,hsa04217,ENSG00000168404
12059,hsa04217,ENSG00000164508
12060,hsa04217,ENSG00000161905
12061,hsa04217,ENSG00000167996
12062,hsa04217,ENSG00000087086
12063,hsa04217,ENSG00000168907
12064,hsa04217,ENSG00000083937
12065,hsa04217,ENSG00000143258
12066,hsa04217,ENSG00000132612
12067,hsa04217,ENSG00000130724
12068,hsa04217,ENSG00000148672
12069,hsa04217,ENSG00000182890
12070,hsa04217,ENSG00000135821
12071,hsa04217,ENSG00000159337
12072,hsa04217,ENSG00000254505
12073,hsa04217,ENSG00000151729
12074,hsa04217,ENSG00000103490
12075,hsa04217,ENSG00000005022
12076,hsa04217,ENSG00000169100
12077,hsa04217,ENSG00000277075
12078,hsa04217,ENSG00000196866
12079,hsa04217,ENSG00000188486
12080,hsa04217,ENSG00000164032
12081,hsa04217,ENSG00000189403
12082,hsa04217,ENSG00000184270
12083,hsa04217,ENSG00000110330
12084,hsa04217,ENSG00000023445
12085,hsa04217,ENSG00000101966
12086,hsa04217,ENSG00000080824
12087,hsa04217,ENSG00000096384
12088,hsa04217,ENSG00000197919
12089,hsa04217,ENSG00000188379
12090,hsa04217,ENSG00000236637
12091,hsa04217,ENSG00000147873
12092,hsa04217,ENSG00000120235
12093,hsa04217,ENSG00000214042
12094,hsa04217,ENSG00000120242
12095,hsa04217,ENSG00000186803
12096,hsa04217,ENSG00000233816
12097,hsa04217,ENSG00000228083
12098,hsa04217,ENSG00000147885
12099,hsa04217,ENSG00000234829
12100,hsa04217,ENSG00000137080
12101,hsa04217,ENSG00000142166
12102,hsa04217,ENSG00000159110
12103,hsa04217,ENSG00000171855
12104,hsa04217,ENSG00000111537
12105,hsa04217,ENSG00000027697
12106,hsa04217,ENSG00000159128
12107,hsa04217,ENSG00000243414
12108,hsa04217,ENSG00000026103
12109,hsa04217,ENSG00000115008
12110,hsa04217,ENSG00000125538
12111,hsa04217,ENSG00000117560
12112,hsa04217,ENSG00000162434
12113,hsa04217,ENSG00000096968
12114,hsa04217,ENSG00000105639
12115,hsa04217,ENSG00000277858
12116,hsa04217,ENSG00000274183
12117,hsa04217,ENSG00000131165
12118,hsa04217,ENSG00000086065
12119,hsa04217,ENSG00000115561
12120,hsa04217,ENSG00000116711
12121,hsa04217,ENSG00000196262
12122,hsa04217,ENSG00000171497
12123,hsa04217,ENSG00000092439
12124,hsa04217,ENSG00000092098
12125,hsa04217,ENSG00000099284
12126,hsa04217,ENSG00000246705
12127,hsa04217,ENSG00000107643
12128,hsa04217,ENSG00000050748
12129,hsa04217,ENSG00000109339
12130,hsa04217,ENSG00000055332
12131,hsa04217,ENSG00000255112
12132,hsa04217,ENSG00000087088
12133,hsa04217,ENSG00000100994
12134,hsa04217,ENSG00000100504
12135,hsa04217,ENSG00000068976
12136,hsa04217,ENSG00000171791
12137,hsa04217,ENSG00000015475
12138,hsa04217,ENSG00000166311
12139,hsa04217,ENSG00000115415
12140,hsa04217,ENSG00000170581
12141,hsa04217,ENSG00000168610
12142,hsa04217,ENSG00000138378
12143,hsa04217,ENSG00000126561
12144,hsa04217,ENSG00000173757
12145,hsa04217,ENSG00000166888
12146,hsa04217,ENSG00000164342
12147,hsa04217,ENSG00000136869
12148,hsa04217,ENSG00000232810
12149,hsa04217,ENSG00000118503
12150,hsa04217,ENSG00000067182
12151,hsa04217,ENSG00000127191
12152,hsa04217,ENSG00000082512
12153,hsa04217,ENSG00000272196
12154,hsa04217,ENSG00000105397
12155,hsa04217,ENSG00000213585
12156,hsa04217,ENSG00000165637
12157,hsa04217,ENSG00000078668
12158,hsa04217,ENSG00000176108
12159,hsa04217,ENSG00000124256
12160,hsa04217,ENSG00000070808
12161,hsa04217,ENSG00000058404
12162,hsa04217,ENSG00000145349
12163,hsa04217,ENSG00000148660
12164,hsa04217,ENSG00000179526
12165,hsa04217,ENSG00000014216
12166,hsa04217,ENSG00000162909
12167,hsa04217,ENSG00000196747
12168,hsa04217,ENSG00000275221
12169,hsa04217,ENSG00000276368
12170,hsa04217,ENSG00000276903
12171,hsa04217,ENSG00000180573
12172,hsa04217,ENSG00000278463
12173,hsa04217,ENSG00000278677
12174,hsa04217,ENSG00000203812
12175,hsa04217,ENSG00000184260
12176,hsa04217,ENSG00000137752
12177,hsa04217,ENSG00000151475
12178,hsa04217,ENSG00000277745
12179,hsa04217,ENSG00000064012
12180,hsa04217,ENSG00000274997
12181,hsa04217,ENSG00000105499
12182,hsa04217,ENSG00000168970
12183,hsa04217,ENSG00000102871
12184,hsa04217,ENSG00000137275
12185,hsa04217,ENSG00000121858
12186,hsa04217,ENSG00000168040
12187,hsa04217,ENSG00000120889
12188,hsa04217,ENSG00000104689
12189,hsa04217,ENSG00000003402
12190,hsa04217,ENSG00000161011
12191,hsa04217,ENSG00000196787
12192,hsa04217,ENSG00000137033
12193,hsa04217,ENSG00000156709
12194,hsa04217,ENSG00000147457
12195,hsa04217,ENSG00000164695
12196,hsa04217,ENSG00000181218
12197,hsa04217,ENSG00000105968
12198,hsa04217,ENSG00000119541
12199,hsa04217,ENSG00000113648
12200,hsa04217,ENSG00000158480
12201,hsa04218,ENSG00000117020
12202,hsa04218,ENSG00000113522
12203,hsa04218,ENSG00000110422
12204,hsa04218,ENSG00000123374
12205,hsa04218,ENSG00000135446
12206,hsa04218,ENSG00000105810
12207,hsa04218,ENSG00000124762
12208,hsa04218,ENSG00000147889
12209,hsa04218,ENSG00000147883
12210,hsa04218,ENSG00000056972
12211,hsa04218,ENSG00000130222
12212,hsa04218,ENSG00000149554
12213,hsa04218,ENSG00000183765
12214,hsa04218,ENSG00000189308
12215,hsa04218,ENSG00000112062
12216,hsa04218,ENSG00000151164
12217,hsa04218,ENSG00000160396
12218,hsa04218,ENSG00000169885
12219,hsa04218,ENSG00000116717
12220,hsa04218,ENSG00000101412
12221,hsa04218,ENSG00000007968
12222,hsa04218,ENSG00000112242
12223,hsa04218,ENSG00000205250
12224,hsa04218,ENSG00000133740
12225,hsa04218,ENSG00000187840
12226,hsa04218,ENSG00000163349
12227,hsa04218,ENSG00000142208
12228,hsa04218,ENSG00000105221
12229,hsa04218,ENSG00000134954
12230,hsa04218,ENSG00000133818
12231,hsa04218,ENSG00000158186
12232,hsa04218,ENSG00000111206
