,pathway,gene_id
0,hsa00010,ENSG00000117448
1,hsa00010,ENSG00000187758
2,hsa00010,ENSG00000196616
3,hsa00010,ENSG00000248144
4,hsa00010,ENSG00000198099
5,hsa00010,ENSG00000197894
6,hsa00010,ENSG00000172955
7,hsa00010,ENSG00000143891
8,hsa00010,ENSG00000196344
9,hsa00010,ENSG00000166800
10,hsa00010,ENSG00000150768
11,hsa00010,ENSG00000091140
12,hsa00010,ENSG00000074800
13,hsa00010,ENSG00000111674
14,hsa00010,ENSG00000108515
15,hsa00010,ENSG00000111275
16,hsa00010,ENSG00000108602
17,hsa00010,ENSG00000137124
18,hsa00010,ENSG00000165140
19,hsa00010,ENSG00000006534
20,hsa00010,ENSG00000132746
21,hsa00010,ENSG00000143149
22,hsa00010,ENSG00000072210
23,hsa00010,ENSG00000149925
24,hsa00010,ENSG00000136872
25,hsa00010,ENSG00000109107
26,hsa00010,ENSG00000131482
27,hsa00010,ENSG00000111640
28,hsa00010,ENSG00000105679
29,hsa00010,ENSG00000106633
30,hsa00010,ENSG00000105220
31,hsa00010,ENSG00000156515
32,hsa00010,ENSG00000159399
33,hsa00010,ENSG00000160883
34,hsa00010,ENSG00000188316
35,hsa00010,ENSG00000134333
36,hsa00010,ENSG00000111716
37,hsa00010,ENSG00000166796
38,hsa00010,ENSG00000226784
39,hsa00010,ENSG00000164904
40,hsa00010,ENSG00000124253
41,hsa00010,ENSG00000100889
42,hsa00010,ENSG00000131828
43,hsa00010,ENSG00000163114
44,hsa00010,ENSG00000168291
45,hsa00010,ENSG00000141959
46,hsa00010,ENSG00000152556
47,hsa00010,ENSG00000067057
48,hsa00010,ENSG00000171314
49,hsa00010,ENSG00000164708
50,hsa00010,ENSG00000102144
51,hsa00010,ENSG00000170950
52,hsa00010,ENSG00000079739
53,hsa00010,ENSG00000143627
54,hsa00010,ENSG00000067225
55,hsa00010,ENSG00000169299
56,hsa00010,ENSG00000131069
57,hsa00010,ENSG00000152254
58,hsa00010,ENSG00000172331
59,hsa00010,ENSG00000111669
60,hsa00010,ENSG00000156510
61,hsa00010,ENSG00000159322
62,hsa00010,ENSG00000154930
63,hsa00010,ENSG00000130957
64,hsa00010,ENSG00000171989
65,hsa00010,ENSG00000141349
66,hsa00010,ENSG00000107789
67,hsa00020,ENSG00000062485
68,hsa00020,ENSG00000150768
69,hsa00020,ENSG00000091140
70,hsa00020,ENSG00000119689
71,hsa00020,ENSG00000091483
72,hsa00020,ENSG00000138413
73,hsa00020,ENSG00000182054
74,hsa00020,ENSG00000166411
75,hsa00020,ENSG00000101365
76,hsa00020,ENSG00000067829
77,hsa00020,ENSG00000014641
78,hsa00020,ENSG00000146701
79,hsa00020,ENSG00000131473
80,hsa00020,ENSG00000122729
81,hsa00020,ENSG00000105953
82,hsa00020,ENSG00000100412
83,hsa00020,ENSG00000173599
84,hsa00020,ENSG00000124253
85,hsa00020,ENSG00000100889
86,hsa00020,ENSG00000131828
87,hsa00020,ENSG00000163114
88,hsa00020,ENSG00000168291
89,hsa00020,ENSG00000197444
90,hsa00020,ENSG00000073578
91,hsa00020,ENSG00000117118
92,hsa00020,ENSG00000143252
93,hsa00020,ENSG00000204370
94,hsa00020,ENSG00000172340
95,hsa00020,ENSG00000163541
96,hsa00020,ENSG00000136143
97,hsa00030,ENSG00000168237
98,hsa00030,ENSG00000165140
99,hsa00030,ENSG00000229937
100,hsa00030,ENSG00000149925
101,hsa00030,ENSG00000136872
102,hsa00030,ENSG00000153574
103,hsa00030,ENSG00000109107
104,hsa00030,ENSG00000160211
105,hsa00030,ENSG00000130313
106,hsa00030,ENSG00000105220
107,hsa00030,ENSG00000148057
108,hsa00030,ENSG00000023697
109,hsa00030,ENSG00000141959
110,hsa00030,ENSG00000152556
111,hsa00030,ENSG00000067057
112,hsa00030,ENSG00000142657
113,hsa00030,ENSG00000079739
114,hsa00030,ENSG00000169299
115,hsa00030,ENSG00000147224
116,hsa00030,ENSG00000101911
117,hsa00030,ENSG00000197713
118,hsa00030,ENSG00000171174
119,hsa00030,ENSG00000177156
120,hsa00030,ENSG00000163931
121,hsa00030,ENSG00000235376
122,hsa00030,ENSG00000007350
123,hsa00030,ENSG00000151005
124,hsa00030,ENSG00000130957
125,hsa00030,ENSG00000130988
126,hsa00030,ENSG00000049239
127,hsa00040,ENSG00000117448
128,hsa00040,ENSG00000213759
129,hsa00040,ENSG00000173610
130,hsa00040,ENSG00000085662
131,hsa00040,ENSG00000104808
132,hsa00040,ENSG00000169919
133,hsa00040,ENSG00000165475
134,hsa00040,ENSG00000169738
135,hsa00040,ENSG00000135226
136,hsa00040,ENSG00000242515
137,hsa00040,ENSG00000242366
138,hsa00040,ENSG00000244122
139,hsa00040,ENSG00000167165
140,hsa00040,ENSG00000240224
141,hsa00040,ENSG00000241119
142,hsa00040,ENSG00000244474
143,hsa00040,ENSG00000241635
144,hsa00040,ENSG00000243135
145,hsa00040,ENSG00000198074
146,hsa00040,ENSG00000271271
147,hsa00040,ENSG00000197713
148,hsa00040,ENSG00000140263
149,hsa00040,ENSG00000235376
150,hsa00040,ENSG00000214960
151,hsa00040,ENSG00000109814
152,hsa00040,ENSG00000169764
153,hsa00040,ENSG00000156096
154,hsa00040,ENSG00000171234
155,hsa00040,ENSG00000109181
156,hsa00040,ENSG00000196620
157,hsa00040,ENSG00000197888
158,hsa00040,ENSG00000135220
159,hsa00040,ENSG00000133116
160,hsa00040,ENSG00000093217
161,hsa00051,ENSG00000157353
162,hsa00051,ENSG00000165140
163,hsa00051,ENSG00000149925
164,hsa00051,ENSG00000136872
165,hsa00051,ENSG00000109107
166,hsa00051,ENSG00000085662
167,hsa00051,ENSG00000149476
168,hsa00051,ENSG00000112699
169,hsa00051,ENSG00000173540
170,hsa00051,ENSG00000144591
171,hsa00051,ENSG00000156515
172,hsa00051,ENSG00000159399
173,hsa00051,ENSG00000160883
174,hsa00051,ENSG00000138030
175,hsa00051,ENSG00000178802
176,hsa00051,ENSG00000158571
177,hsa00051,ENSG00000123836
178,hsa00051,ENSG00000170525
179,hsa00051,ENSG00000114268
180,hsa00051,ENSG00000141959
181,hsa00051,ENSG00000152556
182,hsa00051,ENSG00000067057
183,hsa00051,ENSG00000100417
184,hsa00051,ENSG00000140650
185,hsa00051,ENSG00000132199
186,hsa00051,ENSG00000198074
187,hsa00051,ENSG00000078237
188,hsa00051,ENSG00000140263
189,hsa00051,ENSG00000111669
190,hsa00051,ENSG00000104522
191,hsa00051,ENSG00000156510
192,hsa00051,ENSG00000130957
193,hsa00051,ENSG00000254685
194,hsa00052,ENSG00000143891
195,hsa00052,ENSG00000085662
196,hsa00052,ENSG00000131482
197,hsa00052,ENSG00000171298
198,hsa00052,ENSG00000117308
199,hsa00052,ENSG00000108479
200,hsa00052,ENSG00000213930
201,hsa00052,ENSG00000214013
202,hsa00052,ENSG00000106633
203,hsa00052,ENSG00000086062
204,hsa00052,ENSG00000102393
205,hsa00052,ENSG00000170266
206,hsa00052,ENSG00000156515
207,hsa00052,ENSG00000159399
208,hsa00052,ENSG00000160883
209,hsa00052,ENSG00000167531
210,hsa00052,ENSG00000115850
211,hsa00052,ENSG00000141959
212,hsa00052,ENSG00000152556
213,hsa00052,ENSG00000067057
214,hsa00052,ENSG00000079739
215,hsa00052,ENSG00000169299
216,hsa00052,ENSG00000198074
217,hsa00052,ENSG00000152254
218,hsa00052,ENSG00000090402
219,hsa00052,ENSG00000169764
220,hsa00052,ENSG00000156510
221,hsa00052,ENSG00000117411
222,hsa00052,ENSG00000257335
223,hsa00052,ENSG00000141349
224,hsa00052,ENSG00000257743
225,hsa00053,ENSG00000117448
226,hsa00053,ENSG00000213759
227,hsa00053,ENSG00000173610
228,hsa00053,ENSG00000111275
229,hsa00053,ENSG00000137124
230,hsa00053,ENSG00000143149
231,hsa00053,ENSG00000072210
232,hsa00053,ENSG00000169919
233,hsa00053,ENSG00000164904
234,hsa00053,ENSG00000135226
235,hsa00053,ENSG00000242515
236,hsa00053,ENSG00000242366
237,hsa00053,ENSG00000244122
238,hsa00053,ENSG00000167165
239,hsa00053,ENSG00000240224
240,hsa00053,ENSG00000241119
241,hsa00053,ENSG00000244474
242,hsa00053,ENSG00000241635
243,hsa00053,ENSG00000243135
244,hsa00053,ENSG00000100253
245,hsa00053,ENSG00000271271
246,hsa00053,ENSG00000109814
247,hsa00053,ENSG00000156096
248,hsa00053,ENSG00000171234
249,hsa00053,ENSG00000109181
250,hsa00053,ENSG00000196620
251,hsa00053,ENSG00000197888
252,hsa00053,ENSG00000135220
253,hsa00053,ENSG00000130988
254,hsa00053,ENSG00000133116
255,hsa00061,ENSG00000255154
256,hsa00061,ENSG00000176715
257,hsa00061,ENSG00000151726
258,hsa00061,ENSG00000123983
259,hsa00061,ENSG00000068366
260,hsa00061,ENSG00000169710
261,hsa00061,ENSG00000103740
262,hsa00061,ENSG00000164398
263,hsa00061,ENSG00000100294
264,hsa00061,ENSG00000278540
265,hsa00061,ENSG00000076555
266,hsa00061,ENSG00000116353
267,hsa00061,ENSG00000197142
268,hsa00061,ENSG00000151093
269,hsa00061,ENSG00000152463
270,hsa00061,ENSG00000204228
271,hsa00061,ENSG00000130377
272,hsa00061,ENSG00000145439
273,hsa00062,ENSG00000167315
274,hsa00062,ENSG00000119673
275,hsa00062,ENSG00000097021
276,hsa00062,ENSG00000159445
277,hsa00062,ENSG00000177465
278,hsa00062,ENSG00000127884
279,hsa00062,ENSG00000206527
280,hsa00062,ENSG00000196407
281,hsa00062,ENSG00000084754
282,hsa00062,ENSG00000138029
283,hsa00062,ENSG00000138796
284,hsa00062,ENSG00000188921
285,hsa00062,ENSG00000116353
286,hsa00062,ENSG00000149084
287,hsa00062,ENSG00000074696
288,hsa00062,ENSG00000197977
289,hsa00062,ENSG00000131238
290,hsa00062,ENSG00000012660
291,hsa00062,ENSG00000184227
292,hsa00062,ENSG00000066322
293,hsa00062,ENSG00000118402
294,hsa00062,ENSG00000170522
295,hsa00062,ENSG00000164181
296,hsa00062,ENSG00000119915
297,hsa00062,ENSG00000165996
298,hsa00062,ENSG00000221988
299,hsa00062,ENSG00000099797
300,hsa00071,ENSG00000167315
301,hsa00071,ENSG00000198721
302,hsa00071,ENSG00000155016
303,hsa00071,ENSG00000187758
304,hsa00071,ENSG00000196616
305,hsa00071,ENSG00000248144
306,hsa00071,ENSG00000169169
307,hsa00071,ENSG00000198099
308,hsa00071,ENSG00000197894
309,hsa00071,ENSG00000172955
310,hsa00071,ENSG00000196344
311,hsa00071,ENSG00000110090
312,hsa00071,ENSG00000205560
313,hsa00071,ENSG00000157184
314,hsa00071,ENSG00000167969
315,hsa00071,ENSG00000127884
316,hsa00071,ENSG00000113790
317,hsa00071,ENSG00000111275
318,hsa00071,ENSG00000151726
319,hsa00071,ENSG00000123983
320,hsa00071,ENSG00000068366
321,hsa00071,ENSG00000137124
322,hsa00071,ENSG00000143149
323,hsa00071,ENSG00000072210
324,hsa00071,ENSG00000103740
325,hsa00071,ENSG00000164398
326,hsa00071,ENSG00000105607
327,hsa00071,ENSG00000060971
328,hsa00071,ENSG00000084754
329,hsa00071,ENSG00000138029
330,hsa00071,ENSG00000138796
331,hsa00071,ENSG00000115361
332,hsa00071,ENSG00000117054
333,hsa00071,ENSG00000122971
334,hsa00071,ENSG00000196177
335,hsa00071,ENSG00000072778
336,hsa00071,ENSG00000075239
337,hsa00071,ENSG00000120437
338,hsa00071,ENSG00000164904
339,hsa00071,ENSG00000161533
340,hsa00071,ENSG00000197142
341,hsa00071,ENSG00000130377
342,hsa00071,ENSG00000087008
343,hsa00100,ENSG00000170835
344,hsa00100,ENSG00000147155
345,hsa00100,ENSG00000186104
346,hsa00100,ENSG00000019186
347,hsa00100,ENSG00000111012
348,hsa00100,ENSG00000001630
349,hsa00100,ENSG00000172893
350,hsa00100,ENSG00000116133
351,hsa00100,ENSG00000079459
352,hsa00100,ENSG00000143815
353,hsa00100,ENSG00000107798
354,hsa00100,ENSG00000160285
355,hsa00100,ENSG00000147383
356,hsa00100,ENSG00000132196
357,hsa00100,ENSG00000052802
358,hsa00100,ENSG00000109929
359,hsa00100,ENSG00000057252
360,hsa00100,ENSG00000104549
361,hsa00100,ENSG00000149809
362,hsa00100,ENSG00000167780
363,hsa00120,ENSG00000101473
364,hsa00120,ENSG00000036530
365,hsa00120,ENSG00000083807
366,hsa00120,ENSG00000198610
367,hsa00120,ENSG00000167910
368,hsa00120,ENSG00000180432
369,hsa00120,ENSG00000135929
370,hsa00120,ENSG00000242110
371,hsa00120,ENSG00000133835
372,hsa00120,ENSG00000146233
373,hsa00120,ENSG00000136881
374,hsa00120,ENSG00000116171
375,hsa00120,ENSG00000122787
376,hsa00120,ENSG00000099377
377,hsa00120,ENSG00000168306
378,hsa00120,ENSG00000138135
379,hsa00120,ENSG00000172817
380,hsa00130,ENSG00000167186
381,hsa00130,ENSG00000196715
382,hsa00130,ENSG00000181019
383,hsa00130,ENSG00000115486
384,hsa00130,ENSG00000173085
385,hsa00130,ENSG00000158104
386,hsa00130,ENSG00000119723
387,hsa00130,ENSG00000132423
388,hsa00130,ENSG00000198650
389,hsa00130,ENSG00000167397
390,hsa00130,ENSG00000110871
391,hsa00140,ENSG00000282301
392,hsa00140,ENSG00000213759
393,hsa00140,ENSG00000173610
394,hsa00140,ENSG00000198610
395,hsa00140,ENSG00000093010
396,hsa00140,ENSG00000140465
397,hsa00140,ENSG00000140505
398,hsa00140,ENSG00000138061
399,hsa00140,ENSG00000160870
400,hsa00140,ENSG00000130649
401,hsa00140,ENSG00000160868
402,hsa00140,ENSG00000106258
403,hsa00140,ENSG00000167910
404,hsa00140,ENSG00000140459
405,hsa00140,ENSG00000160882
406,hsa00140,ENSG00000179142
407,hsa00140,ENSG00000148795
408,hsa00140,ENSG00000137869
409,hsa00140,ENSG00000231852
410,hsa00140,ENSG00000187134
411,hsa00140,ENSG00000151632
412,hsa00140,ENSG00000184154
413,hsa00140,ENSG00000203857
414,hsa00140,ENSG00000203859
415,hsa00140,ENSG00000117594
416,hsa00140,ENSG00000176387
417,hsa00140,ENSG00000108786
418,hsa00140,ENSG00000130948
419,hsa00140,ENSG00000086696
420,hsa00140,ENSG00000167733
421,hsa00140,ENSG00000101846
422,hsa00140,ENSG00000149084
423,hsa00140,ENSG00000132196
424,hsa00140,ENSG00000135226
425,hsa00140,ENSG00000242515
426,hsa00140,ENSG00000242366
427,hsa00140,ENSG00000244122
428,hsa00140,ENSG00000167165
429,hsa00140,ENSG00000240224
430,hsa00140,ENSG00000241119
431,hsa00140,ENSG00000244474
432,hsa00140,ENSG00000241635
433,hsa00140,ENSG00000243135
434,hsa00140,ENSG00000271271
435,hsa00140,ENSG00000145545
436,hsa00140,ENSG00000277893
437,hsa00140,ENSG00000122787
438,hsa00140,ENSG00000109193
439,hsa00140,ENSG00000088002
440,hsa00140,ENSG00000156096
441,hsa00140,ENSG00000171234
442,hsa00140,ENSG00000109181
443,hsa00140,ENSG00000196620
444,hsa00140,ENSG00000197888
445,hsa00140,ENSG00000278535
446,hsa00140,ENSG00000204228
447,hsa00140,ENSG00000128039
448,hsa00140,ENSG00000135220
449,hsa00140,ENSG00000025423
450,hsa00140,ENSG00000196139
451,hsa00140,ENSG00000172817
452,hsa00190,ENSG00000259112
453,hsa00190,ENSG00000138495
454,hsa00190,ENSG00000110719
455,hsa00190,ENSG00000167863
456,hsa00190,ENSG00000167283
457,hsa00190,ENSG00000127540
458,hsa00190,ENSG00000160471
459,hsa00190,ENSG00000174886
460,hsa00190,ENSG00000151418
461,hsa00190,ENSG00000131143
462,hsa00190,ENSG00000135940
463,hsa00190,ENSG00000111775
464,hsa00190,ENSG00000156885
465,hsa00190,ENSG00000126267
466,hsa00190,ENSG00000164919
467,hsa00190,ENSG00000161281
468,hsa00190,ENSG00000112695
469,hsa00190,ENSG00000131174
470,hsa00190,ENSG00000127184
471,hsa00190,ENSG00000176340
472,hsa00190,ENSG00000006695
473,hsa00190,ENSG00000166260
474,hsa00190,ENSG00000014919
475,hsa00190,ENSG00000179091
476,hsa00190,ENSG00000171130
477,hsa00190,ENSG00000170516
478,hsa00190,ENSG00000185344
479,hsa00190,ENSG00000147614
480,hsa00190,ENSG00000143882
481,hsa00190,ENSG00000138777
482,hsa00190,ENSG00000164405
483,hsa00190,ENSG00000184076
484,hsa00190,ENSG00000187581
485,hsa00190,ENSG00000115286
486,hsa00190,ENSG00000233954
500,hsa00190,ENSG00000125356
501,hsa00190,ENSG00000131495
502,hsa00190,ENSG00000170906
503,hsa00190,ENSG00000189043
504,hsa00190,ENSG00000128609
505,hsa00190,ENSG00000184983
506,hsa00190,ENSG00000267855
507,hsa00190,ENSG00000119421
508,hsa00190,ENSG00000139180
509,hsa00190,ENSG00000130414
510,hsa00190,ENSG00000004779
511,hsa00190,ENSG00000183648
512,hsa00190,ENSG00000090266
513,hsa00190,ENSG00000119013
514,hsa00190,ENSG00000065518
515,hsa00190,ENSG00000136521
516,hsa00190,ENSG00000165264
517,hsa00190,ENSG00000099795
518,hsa00190,ENSG00000166136
519,hsa00190,ENSG00000147684
520,hsa00190,ENSG00000140990
521,hsa00190,ENSG00000109390
522,hsa00190,ENSG00000151366
523,hsa00190,ENSG00000023228
524,hsa00190,ENSG00000158864
525,hsa00190,ENSG00000213619
526,hsa00190,ENSG00000167792
527,hsa00190,ENSG00000164258
528,hsa00190,ENSG00000168653
529,hsa00190,ENSG00000145494
530,hsa00190,ENSG00000110717
531,hsa00190,ENSG00000178127
532,hsa00190,ENSG00000160194
533,hsa00190,ENSG00000075673
534,hsa00190,ENSG00000105675
535,hsa00190,ENSG00000186009
536,hsa00190,ENSG00000152234
537,hsa00190,ENSG00000110955
538,hsa00190,ENSG00000105929
539,hsa00190,ENSG00000165629
540,hsa00190,ENSG00000186010
541,hsa00190,ENSG00000099624
542,hsa00190,ENSG00000100554
543,hsa00190,ENSG00000124172
544,hsa00190,ENSG00000116459
545,hsa00190,ENSG00000159199
546,hsa00190,ENSG00000047249
547,hsa00190,ENSG00000135390
548,hsa00190,ENSG00000154518
549,hsa00190,ENSG00000169020
550,hsa00190,ENSG00000154723
551,hsa00190,ENSG00000114573
552,hsa00190,ENSG00000116039
553,hsa00190,ENSG00000147416
554,hsa00190,ENSG00000185883
555,hsa00190,ENSG00000155097
556,hsa00190,ENSG00000131100
557,hsa00190,ENSG00000117410
558,hsa00190,ENSG00000213760
559,hsa00190,ENSG00000033627
560,hsa00190,ENSG00000071553
561,hsa00190,ENSG00000241837
562,hsa00190,ENSG00000172115
563,hsa00190,ENSG00000147123
564,hsa00190,ENSG00000180817
565,hsa00190,ENSG00000184752
566,hsa00190,ENSG00000185633
567,hsa00190,ENSG00000073578
568,hsa00190,ENSG00000117118
569,hsa00190,ENSG00000143252
570,hsa00190,ENSG00000204370
571,hsa00190,ENSG00000107902
572,hsa00190,ENSG00000156467
573,hsa00190,ENSG00000010256
574,hsa00190,ENSG00000140740
575,hsa00190,ENSG00000169021
576,hsa00190,ENSG00000173660
577,hsa00190,ENSG00000131055
578,hsa00190,ENSG00000113732
579,hsa00190,ENSG00000250565
580,hsa00190,ENSG00000159720
581,hsa00190,ENSG00000115944
582,hsa00190,ENSG00000128524
583,hsa00190,ENSG00000178741
584,hsa00190,ENSG00000136888
585,hsa00190,ENSG00000241468
586,hsa00220,ENSG00000114786
587,hsa00220,ENSG00000021826
588,hsa00220,ENSG00000169154
589,hsa00220,ENSG00000161653
590,hsa00220,ENSG00000135423
591,hsa00220,ENSG00000115419
592,hsa00220,ENSG00000148672
593,hsa00220,ENSG00000182890
594,hsa00220,ENSG00000135821
595,hsa00220,ENSG00000120053
596,hsa00220,ENSG00000125166
597,hsa00220,ENSG00000167701
598,hsa00220,ENSG00000118520
599,hsa00220,ENSG00000081181
600,hsa00220,ENSG00000126522
601,hsa00220,ENSG00000130707
602,hsa00220,ENSG00000089250
603,hsa00220,ENSG00000007171
604,hsa00220,ENSG00000164867
605,hsa00220,ENSG00000036473
606,hsa00220,ENSG00000166123
607,hsa00220,ENSG00000243989
608,hsa00230,ENSG00000196839
609,hsa00230,ENSG00000250741
610,hsa00230,ENSG00000172113
611,hsa00230,ENSG00000085231
612,hsa00230,ENSG00000128050
613,hsa00230,ENSG00000164742
614,hsa00230,ENSG00000078295
615,hsa00230,ENSG00000112541
616,hsa00230,ENSG00000138031
617,hsa00230,ENSG00000173175
618,hsa00230,ENSG00000165609
619,hsa00230,ENSG00000174233
620,hsa00230,ENSG00000121281
621,hsa00230,ENSG00000155897
622,hsa00230,ENSG00000162104
623,hsa00230,ENSG00000141698
624,hsa00230,ENSG00000140057
625,hsa00230,ENSG00000185100
626,hsa00230,ENSG00000171302
627,hsa00230,ENSG00000198585
628,hsa00230,ENSG00000156110
629,hsa00230,ENSG00000239900
630,hsa00230,ENSG00000165695
631,hsa00230,ENSG00000035687
632,hsa00230,ENSG00000156136
633,hsa00230,ENSG00000114956
634,hsa00230,ENSG00000129467
635,hsa00230,ENSG00000106992
636,hsa00230,ENSG00000004455
637,hsa00230,ENSG00000162433
638,hsa00230,ENSG00000155085
639,hsa00230,ENSG00000229937
640,hsa00230,ENSG00000189283
641,hsa00230,ENSG00000001561
642,hsa00230,ENSG00000076685
643,hsa00230,ENSG00000159131
644,hsa00230,ENSG00000154027
645,hsa00230,ENSG00000116748
646,hsa00230,ENSG00000116337
647,hsa00230,ENSG00000171408
648,hsa00230,ENSG00000133805
649,hsa00230,ENSG00000137198
650,hsa00230,ENSG00000152402
651,hsa00230,ENSG00000164116
652,hsa00230,ENSG00000061918
653,hsa00230,ENSG00000070019
654,hsa00230,ENSG00000101890
655,hsa00230,ENSG00000143774
656,hsa00230,ENSG00000143156
657,hsa00230,ENSG00000132518
658,hsa00230,ENSG00000125458
659,hsa00230,ENSG00000164978
660,hsa00230,ENSG00000165704
661,hsa00230,ENSG00000198931
662,hsa00230,ENSG00000106348
663,hsa00230,ENSG00000178035
664,hsa00230,ENSG00000125877
665,hsa00230,ENSG00000184508
666,hsa00230,ENSG00000188833
668,hsa00230,ENSG00000138363
669,hsa00230,ENSG00000239672
670,hsa00230,ENSG00000243678
671,hsa00230,ENSG00000103024
672,hsa00230,ENSG00000103202
673,hsa00230,ENSG00000198805
674,hsa00230,ENSG00000169418
675,hsa00230,ENSG00000159899
676,hsa00230,ENSG00000135318
677,hsa00230,ENSG00000048392
678,hsa00230,ENSG00000147853
679,hsa00230,ENSG00000128655
680,hsa00230,ENSG00000122643
681,hsa00230,ENSG00000100938
682,hsa00230,ENSG00000115252
683,hsa00230,ENSG00000154678
684,hsa00230,ENSG00000186642
685,hsa00230,ENSG00000172572
686,hsa00230,ENSG00000152270
687,hsa00230,ENSG00000065989
688,hsa00230,ENSG00000184588
689,hsa00230,ENSG00000105650
690,hsa00230,ENSG00000113448
691,hsa00230,ENSG00000132915
692,hsa00230,ENSG00000095464
693,hsa00230,ENSG00000156973
694,hsa00230,ENSG00000185527
695,hsa00230,ENSG00000139053
696,hsa00230,ENSG00000205268
697,hsa00230,ENSG00000073417
698,hsa00230,ENSG00000160191
699,hsa00230,ENSG00000123360
700,hsa00230,ENSG00000133256
701,hsa00230,ENSG00000197594
702,hsa00230,ENSG00000154269
703,hsa00230,ENSG00000093072
704,hsa00230,ENSG00000178921
705,hsa00230,ENSG00000079739
706,hsa00230,ENSG00000143627
707,hsa00230,ENSG00000067225
708,hsa00230,ENSG00000170502
709,hsa00230,ENSG00000128059
710,hsa00230,ENSG00000169299
711,hsa00230,ENSG00000143199
712,hsa00230,ENSG00000151360
713,hsa00230,ENSG00000147224
714,hsa00230,ENSG00000101911
715,hsa00230,ENSG00000205309
716,hsa00230,ENSG00000170222
717,hsa00230,ENSG00000143363
718,hsa00230,ENSG00000167325
719,hsa00230,ENSG00000171848
720,hsa00230,ENSG00000183463
721,hsa00230,ENSG00000011052
722,hsa00230,ENSG00000158125
723,hsa00230,ENSG00000135778
724,hsa00230,ENSG00000116981
725,hsa00230,ENSG00000113231
726,hsa00230,ENSG00000138735
727,hsa00230,ENSG00000163655
728,hsa00230,ENSG00000198682
729,hsa00230,ENSG00000138801
730,hsa00230,ENSG00000185013
731,hsa00230,ENSG00000138185
732,hsa00230,ENSG00000054179
733,hsa00230,ENSG00000197586
734,hsa00230,ENSG00000168032
735,hsa00230,ENSG00000187097
736,hsa00230,ENSG00000197217
737,hsa00230,ENSG00000119125
738,hsa00232,ENSG00000156006
739,hsa00232,ENSG00000140505
740,hsa00232,ENSG00000255974
741,hsa00232,ENSG00000198077
742,hsa00232,ENSG00000158125
743,hsa00232,ENSG00000171428
744,hsa00240,ENSG00000250741
745,hsa00240,ENSG00000172113
746,hsa00240,ENSG00000141698
747,hsa00240,ENSG00000171302
748,hsa00240,ENSG00000134326
749,hsa00240,ENSG00000171793
750,hsa00240,ENSG00000007001
751,hsa00240,ENSG00000156136
752,hsa00240,ENSG00000129187
753,hsa00240,ENSG00000102967
754,hsa00240,ENSG00000188641
755,hsa00240,ENSG00000147647
756,hsa00240,ENSG00000168393
757,hsa00240,ENSG00000128951
758,hsa00240,ENSG00000025708
759,hsa00240,ENSG00000155085
760,hsa00240,ENSG00000076685
761,hsa00240,ENSG00000143156
762,hsa00240,ENSG00000125458
763,hsa00240,ENSG00000164978
764,hsa00240,ENSG00000188833
765,hsa00240,ENSG00000239672
766,hsa00240,ENSG00000243678
767,hsa00240,ENSG00000103024
768,hsa00240,ENSG00000103202
769,hsa00240,ENSG00000198805
770,hsa00240,ENSG00000135318
771,hsa00240,ENSG00000048392
772,hsa00240,ENSG00000122643
773,hsa00240,ENSG00000197594
774,hsa00240,ENSG00000154269
775,hsa00240,ENSG00000162368
776,hsa00240,ENSG00000100024
777,hsa00240,ENSG00000198276
778,hsa00240,ENSG00000047230
779,hsa00240,ENSG00000205309
780,hsa00240,ENSG00000167325
781,hsa00240,ENSG00000171848
782,hsa00240,ENSG00000011052
783,hsa00240,ENSG00000167900
784,hsa00240,ENSG00000166548
785,hsa00240,ENSG00000176890
786,hsa00240,ENSG00000143179
787,hsa00240,ENSG00000114491
788,hsa00240,ENSG00000183696
789,hsa00240,ENSG00000084774
790,hsa00240,ENSG00000179958
791,hsa00240,ENSG00000130717
792,hsa00240,ENSG00000116981
793,hsa00240,ENSG00000185013
794,hsa00240,ENSG00000138185
795,hsa00240,ENSG00000197586
796,hsa00240,ENSG00000168032
797,hsa00240,ENSG00000187097
798,hsa00240,ENSG00000197217
799,hsa00240,ENSG00000158825
800,hsa00250,ENSG00000185100
801,hsa00250,ENSG00000021826
802,hsa00250,ENSG00000169154
803,hsa00250,ENSG00000239900
804,hsa00250,ENSG00000035687
805,hsa00250,ENSG00000183044
806,hsa00250,ENSG00000172482
807,hsa00250,ENSG00000086205
808,hsa00250,ENSG00000128683
809,hsa00250,ENSG00000136750
810,hsa00250,ENSG00000104951
811,hsa00250,ENSG00000198380
812,hsa00250,ENSG00000135423
813,hsa00250,ENSG00000115419
814,hsa00250,ENSG00000148672
815,hsa00250,ENSG00000182890
816,hsa00250,ENSG00000135821
817,hsa00250,ENSG00000120053
818,hsa00250,ENSG00000125166
819,hsa00250,ENSG00000177181
820,hsa00250,ENSG00000167701
821,hsa00250,ENSG00000185818
822,hsa00250,ENSG00000126522
823,hsa00250,ENSG00000070669
824,hsa00250,ENSG00000108381
825,hsa00250,ENSG00000130707
826,hsa00250,ENSG00000128059
827,hsa00250,ENSG00000114021
828,hsa00250,ENSG00000166532
829,hsa00250,ENSG00000113492
830,hsa00250,ENSG00000084774
831,hsa00250,ENSG00000112294
832,hsa00250,ENSG00000162174
833,hsa00250,ENSG00000166123
834,hsa00250,ENSG00000203797
835,hsa00250,ENSG00000159423
