gene_ens,gene_symbol,synonymous_variant,stop_gained,missense_variant,frameshift_variant,splice,inframe,lost_stop and start,deg,related_pathway,dir_pathway,muta_count,miss_ratio,PPI
ENSG00000000003,TSPAN6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0399672908611493,-0.1983051851894938,0,-0.5839100547717789,1.0,-0.4534553641724415
ENSG00000000005,TNMD,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0580639432463171,-0.1983051851894938,0,-0.479259828909249,0.5,-0.4534553641724415
ENSG00000000419,DPM1,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.3153878595181876,-0.1983051851894938,0,-0.269959377184189,1.0,-0.4534553641724415
ENSG00000000457,SCYL3,0.19047619047619047,0.0,0.38095238095238093,0.0,0.0,0.0,0.0,0.37670888763969734,-0.1983051851894938,0,-0.479259828909249,0.6666666666666666,-0.4534553641724415
ENSG00000000460,C1orf112,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.8235628191301673,-0.1983051851894938,0,-0.374609603046719,1.0,0.29612519395585835
ENSG00000000938,FGR,0.16129032258064516,0.16129032258064516,0.4838709677419355,0.0,0.0,0.0,0.0,-1.9244993344901546,-0.1983051851894938,0,-0.269959377184189,0.75,0.29612519395585835
ENSG00000000971,CFH,0.05517241379310345,0.041379310344827586,0.38620689655172413,0.020689655172413793,0.006896551724137931,0.0,0.0,0.00515229885142654,-0.1983051851894938,0,2.6602469469666508,0.875,1.0457057520841584
ENSG00000001036,FUCA2,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.26090135147830207,-0.1983051851894938,0,-0.5839100547717789,1.0,0.29612519395585835
ENSG00000001084,GCLC,0.021052631578947368,0.0,0.2736842105263158,0.042105263157894736,0.042105263157894736,0.0,0.0,1.1941828123386233,-0.1983051851894938,0,0.25329175212846095,0.9285714285714285,1.0457057520841584
ENSG00000001167,NFYA,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.7471237507141444,-0.1983051851894938,0,-0.5839100547717789,0.5,-0.4534553641724415
ENSG00000001460,STPG1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.1219370222305145,-0.1983051851894938,0,-0.479259828909249,0.5,-0.4534553641724415
ENSG00000001461,NIPAL3,0.16216216216216217,0.0,0.2702702702702703,0.21621621621621623,0.0,0.0,0.0,-0.4415958870145258,-0.1983051851894938,0,-0.374609603046719,0.625,-0.4534553641724415
ENSG00000001497,LAS1L,0.24390243902439024,0.0,0.4878048780487805,0.0,0.0,0.0,0.0,0.38805627220213523,-0.1983051851894938,0,-0.060658925459129036,0.6666666666666666,-0.4534553641724415
ENSG00000001561,ENPP4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5783929675173489,-0.1983051851894938,0,-0.5839100547717789,1.0,-0.4534553641724415
ENSG00000001617,SEMA3F,0.22,0.18,0.14,0.0,0.0,0.0,0.0,-0.2627362921399823,-0.1983051851894938,0,-0.269959377184189,0.38888888888888895,0.29612519395585835
ENSG00000001626,CFTR,0.25,0.0,0.375,0.0,0.0,0.0,0.0,-1.2095214649384216,-0.1983051851894938,0,-0.060658925459129036,0.6,1.0457057520841584
ENSG00000001629,ANKIB1,0.15384615384615385,0.02564102564102564,0.2564102564102564,0.0,0.0,0.0,0.0,0.5625644303275918,-0.1983051851894938,0,0.14864152626593094,0.625,-0.4534553641724415
ENSG00000001630,CYP51A1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,-0.5713495959957837,-0.1983051851894938,0,-0.5839100547717789,1.0,-0.4534553641724415
ENSG00000001631,KRIT1,0.43137254901960786,0.0,0.09803921568627451,0.0,0.0,0.0,0.0,0.3013157805597664,-0.1983051851894938,0,-0.5839100547717789,0.18518518518518517,0.29612519395585835
ENSG00000002016,RAD52,0.0,0.0,0.09722222222222222,0.0,0.25,0.0,0.0,0.303452898939619,-0.1983051851894938,0,-0.269959377184189,1.0,0.29612519395585835
ENSG00000002330,BAD,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0018208260667451626,7.39173724883785,1,-0.5839100547717789,0.25,-0.4534553641724415
ENSG00000002549,LAP3,0.21951219512195122,0.0,0.17073170731707318,0.0,0.0,0.0,0.0,-0.21587375693509614,-0.1983051851894938,0,-0.479259828909249,0.4375,-0.4534553641724415
ENSG00000002586,CD99,0.0,0.0,0.6190476190476191,0.0,0.0,0.0,0.0,-0.07292573368338573,-0.1983051851894938,0,-0.479259828909249,1.0,-0.4534553641724415
ENSG00000002587,HS3ST1,0.1388888888888889,0.027777777777777776,0.2222222222222222,0.0,0.0,0.0,0.0,0.8200453343852795,-0.1983051851894938,0,0.25329175212846095,0.6153846153846153,-0.4534553641724415
ENSG00000002726,AOC1,0.0784313725490196,0.032679738562091505,0.49019607843137253,0.032679738562091505,0.0,0.0,0.0,1.9079712520081689,-0.1983051851894938,0,0.9858433331661709,0.8620689655172413,-0.4534553641724415
ENSG00000002745,WNT16,0.11538461538461539,0.07692307692307693,0.5769230769230769,0.07692307692307693,0.0,0.0,0.0,0.2054259538887162,-0.1983051851894938,0,0.25329175212846095,0.8333333333333333,0.29612519395585835
ENSG00000002746,HECW1,0.1394422310756972,0.03187250996015936,0.3784860557768924,0.01593625498007968,0.0,0.0,0.0,0.16151982219430147,-0.1983051851894938,0,3.9160496573170103,0.7307692307692308,-0.4534553641724415
